ticker,company,sector,market_cap,trailing_pe,forward_pe,peg_ratio,price_to_book,dividend_yield,short_percent,analyst_count,beta,gross_margin,operating_margin,net_margin,margin_stability,margin_trend,revenue_cagr_3y,revenue_cagr_5y,revenue_acceleration,earnings_cagr_3y,earnings_cagr_5y,interest_coverage,earnings_consistency,revenue_stability,debt_to_equity,roe,roic,altman_z,book_value_growth,fcf,fcf_yield,reinvestment_rate,drawdown_52w,price_vs_200ma,current_price,pe_gap,combs_unit_economics,combs_frictionless,combs_capital_allocation,combs_moat,combs_score,combs_style_flag,weschler_variant,weschler_complexity,weschler_distressed,weschler_quality,weschler_compounding,weschler_score,weschler_style_flag,combined_score
CSX,CSX Corporation,Industrials,83300368384,27.503069,20.829462,2.08,6.135213,1.25,0.0227,23.0,1.238,0.3324581322736304,0.33479988646040304,0.20500993471473175,0.023729269506846336,-0.055356984205455706,-0.01737875164321634,,-0.022829020390048874,-0.11115148435051048,,5.590047393364929,0.8562784965189051,0.977803618640588,1.4710756366400608,0.21961231470923603,0.11359185806269269,2.631042840136268,0.014069838914539723,1711000000.0,0.020540125250258102,0.20593244393982402,-0.013207098175007863,0.16161223679069311,44.83000183105469,-0.24264953849332235,14.828445512820515,8.759524526149875,13.367242876605081,13.046347840755738,50.00156075633121,False,9.70787673126071,9.631403386907472,4.5213837940101325,13.273593783018438,8.58651992599716,45.72077762119391,False,47.86116918876256
CMI,Cummins Inc.,Industrials,93770473472,35.338013,20.566778,1.65,7.592143,1.15,0.016900001,20.0,1.268,0.25292545292545293,0.1147906147906148,0.08443718443718444,0.03356605145700665,0.022890636162702843,0.06246086056249833,,-0.013754037530822803,0.09743502424635864,,11.74772036474164,0.4443320234732593,0.9094045592485798,0.6570572515993198,0.2302210705320269,0.16368924470984259,5.33020694599224,0.11224154012865162,2386000000.0,0.025445109869392555,0.07814077814077815,0.0,0.28285569013466405,679.5499877929688,-0.4179984596191076,6.400406605455948,13.634428488827991,13.955751708427226,10.203272604588394,44.193859407299556,False,10.354705924876999,5.579739155428872,3.367833322644776,10.68826692158911,10.543700918135439,40.534246242675195,False,42.364052824987375
CVS,CVS Health Corporation,Health Care,115535216640,39.714912,11.066463,0.26,1.5301554,2.94,0.014400001,26.0,0.592,0.13769346899894794,0.025829028495250792,0.004397277070736966,0.012069095609552426,-0.024687768572356123,0.0763108477649228,,0.03646195437671453,-0.25703547214189293,,3.329592818210965,0.4307410674851825,0.90896384045209,1.0629670008243146,0.023506262132049885,0.05726461079678239,2.315084259220783,0.017170274762880355,7807000000.0,0.06757247034318627,0.007043602185705367,0.0,0.16853979976218578,90.55000305175781,-0.7213524481685871,4.929382530846347,17.572364617078406,7.761090317750155,8.839026653171391,39.1018641188463,False,13.591288521481026,9.637877553953388,8.437147277624575,6.0724779452091155,9.642207492571684,47.38099879083979,False,43.241431454843045
DHR,Danaher Corporation,Health Care,121142026240,33.23495,18.824556,1.09,2.287685,0.93,0.0128999995,22.0,0.841,0.5911348095083034,0.19089873005535657,0.14710192119830673,0.04086858088018275,-0.09195230023402523,-0.026665255865112814,,0.029654055783598036,-0.20560279482638766,,17.69811320754717,0.6647334808052254,0.9471950563457627,0.3749191000114212,0.06879354322914684,0.058990764245370766,3.694786169112999,0.016060578931399228,5260000000.0,0.04342010913354853,0.11209703679583198,-0.24968407798531253,-0.1604053021174824,171.16000366210938,-0.4335915655055897,13.572420474262579,12.258500788100083,8.899110705765295,7.89967105263158,42.62970302075954,False,11.669124557218245,5.845670554983354,14.540883729878791,10.681638214531672,8.348503340046488,51.08582039665855,False,46.85776170870905
DRI,"Darden Restaurants, Inc.",Consumer Discretionary,22475202560,20.655788,17.259182,1.72,10.69723,3.06,0.060300004,27.0,0.594,0.21881805460100856,0.11893149618687224,0.08691115950549405,0.0018361218441590571,-0.0015461777487456169,0.07838539390453025,,-0.025734033109853074,0.032778903037001816,,8.046498599439776,0.9563806058010077,0.9021899631444,2.6953229784104185,0.4541167308441137,0.15317700535219508,2.503179677366214,0.01686438936278889,1026600000.0,0.045677007682550556,0.05563605951957074,-0.07532994247905295,0.021631722538411596,196.22999572753906,-0.1644384615101589,9.613369180161943,10.30496305038296,16.2356729117881,15.043016194331981,51.19702133666499,False,9.083691598521863,9.846558719969341,8.45352481882896,13.27369303497867,9.69208609514281,50.34955426744165,False,50.77328780205332
DDOG,"Datadog, Inc.",Information Technology,71248994304,526.7369,70.791954,1.5,17.730536,0.0,0.0444,47.0,1.295,0.7995549081775629,-0.012947462591453327,0.03143741840907247,0.022940600325963918,0.022092236530987127,0.2694953937625746,0.2694953937625746,0.015559028338084313,,,-4.012388100189891,0.0,0.695383592367703,0.34269410638105186,0.02886791350745377,-0.008164548939346575,15.980411183333624,0.3831320945187924,914717000.0,0.012838314546548579,0.491331009542017,0.0,0.400141327146193,200.16000366210938,-0.8656028199277476,10.190423354058222,16.637426437391586,5.813255821062051,8.917678812415655,41.55878442492751,False,10.248434051564672,4.070760018204028,1.9718824151863015,0.8530494083508028,13.802657946283857,30.946783839589664,False,36.25278413225858
DVA,DaVita Inc.,Health Care,12750350336,19.119345,11.544934,0.62,-17.40254,0.0,0.171,7.0,0.836,0.32247824884562265,0.14737263294644334,0.054738636885879564,0.017758752435512008,0.03431888758063725,0.055264367135682946,,0.008937637270924628,0.10044745178655523,,3.4670199301290165,0.7873436705993608,0.9299850255065412,-19.77374739280152,-1.1470183479193097,0.13623224428468622,1.6495538864453816,,1310636000.0,0.1027921559378241,0.042209271242416205,0.0,0.4229330860787054,198.64999389648438,-0.3961647744731841,8.675585357624831,10.474909507100822,12.2501866394616,13.45567645074224,44.85635795492949,False,15.64720765773236,19.582519341780642,9.050218848201116,10.867957952069068,8.789264413518886,63.93716821330207,False,54.39676308411578
DECK,Deckers Outdoor Corporation,Consumer Discretionary,14254615552,14.264204,13.672667,1.41,5.4772553,0.0,0.0364,21.0,1.141,0.57879814955516,0.23649894937672647,0.19377580926875176,0.02825170954507521,0.05724617689732028,0.16534288549837894,0.16534288549837894,-0.01933209302657904,0.2881789620084054,0.2881789620084054,335.25504691498435,0.6501073745469608,0.8009249786756636,0.11021630210428676,0.3844353371828956,1.017095580420913,12.2461578203623,0.17761094642410558,958352000.0,0.06723099591875967,0.017283936254967294,-0.16057844625524142,-0.028369069029080145,100.41999816894531,-0.04147003225696989,15.85806644013881,12.184086714771134,19.638424777994587,16.226720647773277,63.907298580677804,False,9.892669277643828,7.154264413518884,12.426926345154879,12.9171012399559,15.126263522298249,57.517224798571746,False,60.712261689624775
DE,Deere & Company,Industrials,155268481024,32.4585,24.975822,1.73,5.903727,1.13,0.017,23.0,0.969,0.3648270457852905,0.18842494122915035,0.11254897570804881,0.03112397878390883,0.012417765221974353,-0.0450056665565175,,0.04563944332624252,-0.1100079042233697,,2.6548895899053626,0.7122994033010488,0.8755287501558756,2.4759152215799616,0.19371868978805395,0.08205870798661849,3.1483042646797013,0.08597130624822813,3231000000.0,0.020809117077023386,0.14640098511138475,-0.08446535999862352,0.10753472078290327,574.8400268554688,-0.23053061601737604,10.445941717273953,12.69642107514277,11.277347673316736,12.121879217273953,46.541589683007416,False,8.550733327379964,5.464136985317013,6.64335759635734,7.085679780789963,10.08302247254003,37.826930162384315,False,42.184259922695865
DELL,Dell Technologies Inc.,Information Technology,169348153344,30.041521,17.672981,1.08,-68.75924,0.97,0.083100006,23.0,1.062,0.19999471542567246,0.0743891912839754,0.052282055347108454,0.007608621840430556,0.01797723050157836,0.035349838884853435,,0.10727706956477036,0.3445679168903122,,5.414102564102564,0.6300033401358446,0.8931533250264582,-12.75425101214575,-2.403238866396761,0.3943363480303006,2.366551208873242,,8552000000.0,0.05049951730284396,0.05086402790255245,0.0,0.6566880191333497,260.4599914550781,-0.4117148396048256,7.428664811066127,16.735443910243717,13.677706256963534,12.641531713900134,50.48334669217351,False,14.728696510050561,15.175478933627154,7.637641890591931,11.348838619664152,9.600397614314115,58.49105356824791,False,54.48720013021071
DAL,"Delta Air Lines, Inc.",Industrials,48177397760,10.70511,9.177366,0.21,2.3516018,1.02,0.039300002,25.0,1.252,0.24165141089577677,0.09188182564232056,0.07898806893504198,0.011401444844949378,0.019504300040327757,0.07799197884220499,,-0.03401268206181195,0.5601375527733077,,8.574374079528718,0.5398430900800847,0.9029483134941981,0.9722342109049058,0.24001342732460557,0.1279641102844546,1.5197803068020497,0.4687128291173732,3843000000.0,0.07976769561411862,0.07100246196578498,0.0,0.1332614173212934,73.33000183105469,-0.14271165826413743,7.933650532581455,11.596665029741867,16.523866153288623,12.940114709851553,48.9942964254635,False,13.998256513622579,12.876293563917699,8.280742961585327,9.800264213683906,11.929291927394418,56.88484918020393,False,52.939572802833716
DVN,Devon Energy Corporation,Energy,52587872256,12.704736,8.267099,2.92,1.821122,2.28,0.055999998,24.0,0.478,0.2554689318128927,0.22434256457993948,0.15371189201768676,0.08240243168360152,-0.18882452812181857,-0.03570785468840698,,0.03359573758785116,-0.23985041885789782,,7.758551307847083,0.5984097976442888,0.8983100033147171,0.5529366306027821,0.17014425553838228,0.1315110455714418,3.3700198402406936,0.11615969373613644,2797000000.0,0.05318716806765037,0.22771701186874563,-0.11212767065015528,0.1257614261100252,45.61000061035156,-0.34928998131090644,9.816202405051088,9.17222759063151,15.92160658623233,6.917720985155194,41.82775756707012,False,10.855320397514895,8.47735610433783,10.697961424998397,9.7912972270152,11.374095988062944,51.19603114192927,False,46.511894354499695
DXCM,"DexCom, Inc.",Health Care,23387762688,26.012877,19.848703,1.13,7.910467,0.0,0.045300003,24.0,1.398,0.601008151008151,0.19558129558129558,0.17938652938652938,0.026247065444416177,0.06113906587478654,0.1701360960301399,,0.042582301730843125,0.34829324314463905,,49.82513661202186,0.6456019517551812,0.8068929416798488,0.506081573197378,0.3045520757465404,0.21771437835091978,6.11131954458417,0.08805627599654375,1077200000.0,0.04605827476403715,0.20647790647790648,-0.30564784082193636,-0.0818336005852023,60.61000061035156,-0.23696625329062984,15.07868041497976,16.86734176613625,18.089781986456998,14.720394736842108,64.75619890441511,True,10.733854678284239,5.925059881673813,12.770189347784262,11.291371032893515,9.195988925449473,49.91646386608531,False,57.33633138525021
FANG,"Diamondback Energy, Inc.",Energy,53083820032,192.55101,11.035978,56.78,1.4554234,2.33,0.0428,30.0,0.442,0.3497220175497354,0.3294259494942729,0.11146091499765556,0.1573218616837873,-0.3523637222598563,0.15993445004276818,,0.032488861035441186,-0.2760727940111031,,18.558490566037737,0.6421592738183484,0.7389878781889034,0.4024396840852537,0.0450070323488045,0.07845562286371593,1.4912585024432523,0.35053878938250027,-703000000.0,-0.013243206679101418,0.6337330028803001,-0.08233238113386536,0.13983299116618214,188.6999969482422,-0.9426854317720795,11.327120867071525,16.856312325251675,8.033176336759063,8.128078609986504,44.344688139068765,False,7.019331436760348,11.290869841193803,7.5164055986660685,7.780213229820825,12.60483950958026,46.2116596160213,False,45.27817387754503
DLR,"Digital Realty Trust, Inc.",Real Estate,69862203392,51.806366,62.776215,13.17,3.0104659,2.5,0.0,29.0,1.08,0.5539220690327601,0.15085579315954412,0.21407736558622617,0.00783078799326043,0.009816276416198116,0.09218604990875767,,0.08617670390960012,0.5131833690053424,,2.1055858357289807,0.49671551059354535,0.8929071714561456,0.8573515191250958,0.05707965784893549,0.023005013832801655,,0.09246339186747177,2412136000.0,0.034527053011274136,0.0,-0.028018337883987034,0.13067596226129827,195.30999755859375,0.2117471238959321,15.880856046365915,18.78875155441851,4.355466171596465,12.17590249662618,51.20097626900707,False,3.582158606231474,2.7181294162734435,6.888191015199129,4.454568878467042,11.085032106708987,28.728080022880075,False,39.964528145943575
DG,Dollar General Corporation,Consumer Staples,24949440512,16.538687,14.197667,1.64,2.9310255,2.08,0.0424,28.0,0.282,0.30660930299520633,0.05157871377807827,0.03539691832546433,0.019771965455013914,-0.03636722488207754,0.04125293834210786,,0.002364212894035496,-0.1445747747593945,,9.557603646662358,0.6777566251596485,0.9456629920759704,1.8466548605362665,0.17766890876627503,0.07346003920656174,2.515693133668697,0.15379062909355667,2393338000.0,0.09592752185560513,0.02905044659641433,-0.2714591641915298,-0.04852114776496509,113.29000091552734,-0.14154811684869545,6.18401731492192,10.502176185912415,12.844023936758434,7.788841093117409,37.31905853071018,False,9.563328953355361,10.79438573379003,15.054920477137177,10.469635588112462,11.793046493274623,57.675317245669646,False,47.49718788818991
DLTR,"Dollar Tree, Inc.",Consumer Staples,18350921728,15.865319,12.751384,1.16,4.9820256,0.0,0.0789,23.0,0.609,0.364046610824344,0.08515954213416582,0.06606806169443329,0.024641772987505552,-0.05105691959895556,0.0799582484358976,,0.05677443192490654,-0.07403956187376659,,19.334502923976608,0.0,0.9034087071877269,1.879038056938933,0.3415537031612027,0.12316287845972834,3.410410708482063,-0.24576741234331478,1400000000.0,0.07629044582887995,0.058418075603498903,-0.254901997449992,-0.1285451628463465,94.23999786376953,-0.1962730784045376,7.45316789570079,14.586910806079857,16.77887136030877,7.708670715249662,46.527620777339074,False,12.048877152248883,7.7356976214999165,14.71898448021548,9.332525852918511,6.376032309397411,50.2121174162802,False,48.36986909680964
D,"Dominion Energy, Inc.",Utilities,54429495296,18.256636,16.247763,2.73,1.9365437,4.31,0.028800001,17.0,0.636,0.49018538713195203,0.2987398521749667,0.18163092208893736,0.02675262874413917,0.06484689766212409,0.05798731389635825,,0.1369871604453885,0.36031646804360906,,2.4386745796241347,0.6381726300648922,0.9227600841632662,1.682804387442836,0.1030842760375477,0.054060837229588175,0.7024864560366267,0.016875014156283452,-7280000000.0,-0.13375101055796496,0.765842723857991,-0.04046512574188469,0.025530378371282397,61.88999938964844,-0.11003522226110009,15.940160738384424,17.061881697860645,7.621596334880618,16.442729419703102,57.06636819082878,False,6.692984806154081,8.912281491772259,7.217681812351695,6.808350522822431,10.072713394254862,39.704012027355326,False,48.38519010909205
DPZ,"Domino's Pizza, Inc.",Consumer Discretionary,10759549952,18.622913,15.407141,1.48,-2.774057,2.46,0.1086,31.0,1.02,0.3995065581051313,0.1922969946927061,0.12180257708815032,0.012011820652233295,0.0277111460182716,0.02876024391390608,,-0.0010601563303695508,0.0998427924870453,,4.8473557446982225,0.8738305737988236,0.9557040196476402,-1.294052869646888,-0.15423791289832567,0.726400533708083,2.951653175813121,,671504000.0,0.06241004530818502,0.024404483082368117,-0.2925653236913888,-0.1770981987430194,323.4800109863281,-0.17267824856401365,13.08142224551764,7.358835037583265,14.740573869558016,17.32679655870445,52.50762771136338,False,10.396260434340727,13.920102517425567,17.150608446097607,15.518086076165257,10.593439363817097,67.57849683784626,True,60.04306227460482
DASH,"DoorDash, Inc.",Consumer Discretionary,71427366912,77.69194,21.531546,1.72,7.095308,0.0,0.0297,42.0,1.871,0.5087847196908946,0.052854122621564484,0.0681635926222935,0.08991468906157266,0.2096215538839069,0.2772574009717286,,0.037641420856003194,,,,0.0,0.6926952331742411,0.3279178710256155,0.09319246486594239,0.08044665334421512,5.122332231698089,0.14101122952634726,1826000000.0,0.02556443109893257,0.1484289567689728,-0.39729402345092907,-0.204331467493786,163.92999267578125,-0.722859977495735,7.127916365432814,19.86030034929863,9.355402957316535,9.691000337381917,46.034620009429894,False,9.685368747368821,3.842432633116961,12.799525428076704,4.565071093855014,10.09620584518917,40.988603747606675,False,43.51161187851828
DOV,Dover Corporation,Industrials,29602617344,27.47875,18.961765,1.83,3.9523554,0.94,0.025999999,21.0,1.213,0.397669541607976,0.16970638873603952,0.13518027830710413,0.006076171282496742,0.0065737249272050935,0.010445978801371991,,0.036759775802365995,0.008863280077781921,,12.511031957147543,0.45026070849149125,0.9770888594353069,0.48274187105665933,0.14772796327340523,0.11788603502606723,5.580587144374953,0.19991172655874911,1113312000.0,0.037608566400148105,0.027217926169569598,-0.029062328186145767,0.10812593746415665,219.8300018310547,-0.30994805076650145,13.543189584538268,9.334293046501866,11.710856277769043,15.62871120107962,50.217050109888795,False,10.805312105323587,8.480248508946321,6.959012056692106,12.170734781895476,11.29373002764325,49.70903748050074,False,49.963043795194764
DOW,Dow Inc.,Materials,26573735936,,17.819857,38.89,1.7426857,3.8,0.0348,16.0,0.454,0.06337570056044836,0.003953162530024019,-0.06562750200160128,0.03948350459996746,-0.09625421155173057,-0.11108214737616817,,-0.03257624000849499,,,0.18265895953757225,0.0,0.8385431818844988,1.224262868565717,-0.16385557221389305,0.003926391947153193,1.5620623846619404,-0.08237955284659415,-1447000000.0,-0.05445226081439752,0.08083967173738991,-0.11476596443877975,0.2620693864738649,36.869998931884766,,1.9772073211875847,5.963363246813937,3.1718271900714385,4.177083333333333,15.289481091406294,False,7.073022312373225,14.833426908428944,7.108033252100302,1.8085724982727887,9.013362342215686,39.836417313390946,False,27.56294920239862
DHI,"D.R. Horton, Inc.",Consumer Discretionary,41864859648,13.875,12.265612,1.38,1.7804981,1.22,0.0708,14.0,1.414,0.23696657557284004,0.12917221404713522,0.10467614976759396,0.04032105593119075,-0.09694487077962702,0.007612158904120037,,-0.10713484737294944,-0.15094915834459988,,,0.8040979395211685,0.958497601435589,0.2493179112375157,0.14820755340961703,0.12409011384133092,6.032210689459827,0.07640255265040952,3283500000.0,0.07843093294967876,0.004011631980940369,-0.12103561952122412,-0.03464011880762927,147.6300048828125,-0.11599192792792787,6.822956128301523,6.92961751403927,13.520977172229449,6.721238191632928,33.99478900620317,False,10.652914386314055,13.350134614002728,14.041753511190919,12.727588564852987,10.087882682214737,60.86027375857543,False,47.427531382389304
DTE,DTE Energy Company,Utilities,29248782336,23.163097,16.838022,1.95,2.3741179,3.26,0.028800001,14.0,0.413,0.3030858732768433,0.15985835335778426,0.09244972808903504,0.04115964621803214,0.06770108271081109,-0.06307993398170852,,0.29208413230252755,0.10519685059243877,,2.393939393939394,0.8716853959965939,0.7897710614294311,2.1368771844265626,0.11883280500690889,0.06211996453587801,0.9902719806010796,0.0577125563931713,-1020000000.0,-0.03487324662895669,0.2800682939167826,-0.07310960616652631,0.015972603115817264,140.60000610351562,-0.27306689601999257,7.838564138712164,11.596368007096862,8.481341740325654,10.972629892037787,38.88890377817246,False,8.973065261671792,9.311943759131957,7.938602257423202,6.75962807088636,10.775315568627281,43.7585549177406,False,41.32372934795653
DUK,Duke Energy Corporation,Utilities,96802463744,19.132511,17.323742,2.63,1.8062141,3.43,0.0225,18.0,0.402,0.5117721872382666,0.2660607376616931,0.15410863293730806,0.019391792074421807,0.04275706691642056,0.03867971409471327,0.03867971409471327,0.017297906915052015,0.2489559910240613,0.2489559910240613,2.36020913593836,0.676535444931359,0.9475202745709617,1.7528066046834614,0.09582963620230701,0.053437230254082736,0.7075601762964111,0.016748849431704516,-1694000000.0,-0.017499554603071735,0.4350280733318857,-0.051703101773580736,0.004613756456990586,124.16999816894531,-0.09453902835858824,15.94748216695585,14.111714177088864,7.553306905725476,16.065578609986503,53.678081859756695,False,6.342935265626527,8.189579031833098,8.180281215930226,7.86165067461175,11.277666716466797,41.8521129044684,False,47.76509738211254
DD,"DuPont de Nemours, Inc.",Materials,20397684736,130.94737,19.010433,1.72,1.4526346,1.61,0.028399998,15.0,1.056,0.34501387063804934,0.12556577602569718,-0.11373923200467222,0.018665675982793558,-0.029769554695667194,-0.19269293381346742,,0.003472701494657924,,,2.747603833865815,0.0,0.6209160649356692,0.2294705079387887,-0.05596666427185861,0.025698255884864008,0.6403260084928577,-0.19385912574610764,172000000.0,0.008432329562209389,0.08482990217550007,-0.001605173170340239,0.20791725232720626,49.7599983215332,-0.8548238654964968,7.358872421438212,6.582289133723554,4.166961771156934,10.557101889338732,28.665225215657433,False,9.802769166656034,10.64590577019809,5.7371737318027325,1.7031531563381277,7.779809214129539,35.66881103912453,False,32.16701812739098
ETN,Eaton Corporation plc,Industrials,155906342912,39.20996,25.644285,3.04,7.903585,1.1,0.020499999,28.0,1.24,0.3758743806470417,0.18977703293500436,0.1488997376858059,0.02084623781905035,0.04545359423030121,0.09769979247934413,,0.030791621970189517,0.18405587326575312,,21.61410788381743,0.7886808849873792,0.8828846641192416,0.5421879021879021,0.2103989703989704,0.14729047965229802,5.823810964323973,0.04467404441979905,3553000000.0,0.02278932295914003,0.06251821626348003,-0.07018411395974027,0.09522768961439672,401.510009765625,-0.34597523180334794,12.17793624686717,18.562925237420103,12.978459500629896,15.280195681511469,58.99951666642863,False,7.151474946951236,3.6469602864739272,6.18879064323735,12.043926805189685,9.145120599612737,38.17627328146494,False,48.58789497394679
EBAY,eBay Inc.,Consumer Discretionary,47814361088,24.87067,15.942573,1.68,10.477719,1.15,0.0296,27.0,1.385,0.7145045045045045,0.20513513513513512,0.18297297297297296,0.02126541289687844,-0.03478319054123036,0.042572293921697035,0.042572293921697035,0.06254092066357525,,,9.25609756097561,0.0,0.9461015175533387,1.5557963163596966,0.4400866738894908,0.19843313993392217,6.481538567364104,-0.036088442388849895,1434000000.0,0.02999098947198715,0.19522522522522523,0.0,0.1792781512816718,107.69000244140625,-0.35898096030384385,16.87945073019086,14.414083229705433,17.163492123543275,12.25619939271255,60.71322547615212,False,10.651064589791675,4.096499077822224,3.6637273135381254,10.991688989133415,7.509649563648226,36.91262953393367,False,48.81292750504289
SATS,EchoStar Corporation,Communication Services,36849041408,,-1115.3508,1.33,6.3692837,0.0,0.3065,5.0,0.96,0.25822524761597626,-0.0060736465718168806,-0.966157322741123,0.0627135385496574,-0.12593623720199318,-0.06966087453923675,,0.018092294132194063,,,-0.05988974267815284,0.0,0.9051633934339721,5.223424949668597,-2.514346704628547,-0.002117557871578845,-0.6849606972591405,-0.35500471032031666,-1741415000.0,-0.047258081444201024,0.10943300258334078,0.0,0.2828920935257292,127.1500015258789,,2.4409020146520146,8.06611526062747,3.004463089418233,2.2101045883940618,15.72158495309178,False,10.924949290060852,12.138566432728926,2.383088565381902,3.105089891655128,6.332648361458149,34.88434254128495,False,25.302963747188365
ECL,Ecolab Inc.,Materials,71547043840,34.354053,26.434,2.32,7.3378553,1.15,0.0134000005,21.0,0.929,0.44464343456955946,0.17986841777976767,0.12906996990274358,0.02711272037128613,0.05983571362549428,0.04264019904644334,,-0.005906723638082263,0.238834954001786,,9.44644023514043,0.6927776772130112,0.9462411671910558,0.9208560199778933,0.2124288696933721,0.13113358661603908,4.663201685205453,0.10528732036104782,1904300000.0,0.026616054246190363,0.06518792129940551,-0.17333769574018315,-0.06025771184972848,254.22000122070312,-0.23054202658417042,11.791414292943898,12.8175469097764,12.943028204682019,15.805921052631577,53.35791046003389,False,6.874851697347774,4.303081510934393,10.235614538575001,12.179786840670419,10.478624996226545,44.07195958375413,False,48.71493502189401
EIX,Edison International,Utilities,26531540992,7.494565,10.587965,3.26,1.5531727,5.09,0.0372,14.0,0.675,0.48071646736035617,0.27126365377646633,0.24336077030594813,0.07506107015390288,0.1822973355418554,0.03904776111316921,,0.020437153283930767,0.7868482857223624,,3.4048083170890187,0.17471465449790902,0.9290801202849925,2.3635587917401444,0.26742135502588316,0.0697137758490038,0.8058231881155219,0.040147935097003984,-715000000.0,-0.026949056604574625,0.33726769167054926,-0.06632903012384392,0.11182502336638621,68.94999694824219,0.4127524412691065,14.764567428185849,11.796105835108868,10.960949933448186,14.28133434547908,51.80295754222198,False,12.422676379161508,11.086039186567342,7.332801577630988,6.800634579659292,10.689830647352327,48.33198237037145,False,50.06746995629672
EW,Edwards Lifesciences Corporation,Health Care,46040969216,43.221622,23.775047,2.0,4.49163,0.0,0.0184,27.0,0.872,0.7801107521919705,0.2696618102709473,0.17692333047662998,0.03485490353078172,-0.07511865567887349,0.1077223514087009,,0.029741628976627132,-0.1098320017351817,,80.20588235294117,0.2983248510962968,0.8707110672918402,0.06823634112366507,0.10384421916112056,0.167476162429159,10.864173696675328,0.21198369774508818,1335000000.0,0.02899591435047517,0.22074625881732482,-0.07742009029921629,-0.03061162669607549,79.95999908447266,-0.4499270064413594,17.54193181270484,16.94826063539084,13.315388835481565,10.607456140350877,58.413037423928124,False,8.73253218008088,3.7119662746413082,9.116446482395947,10.479672121142205,10.595121246490686,42.63573830475102,False,50.52438786433957
EA,Electronic Arts Inc.,Communication Services,50160852992,57.105415,20.54419,1.14,8.150287,0.38,0.0481,15.0,0.656,,,,0.022946130132678252,0.049815776425703645,,,,,,,0.759069602796707,0.9656361071759623,0.305512057626057,,,,-0.057395109377394116,1858000000.0,0.037040837409529834,,-0.01719095599689566,0.00783048227264727,200.44000244140625,-0.6402409473777574,12.31359649122807,13.103876739562626,12.033770161290322,14.279057017543858,51.730300409624874,False,11.328370775766388,9.019514120098686,7.061409767203232,12.387491418752951,7.319281706722787,47.11606778854404,False,49.42318409908446
ELV,"Elevance Health, Inc.",Health Care,82102583296,16.026707,12.936629,1.45,1.8719116,1.82,0.0228,21.0,0.671,,,0.028434400502197112,,,0.08338453671992796,,0.0942840970068572,-0.013296706478294062,,,0.9741800533737034,0.8997446416296075,0.7302766510186409,0.1290278474089604,,,0.0658287348429849,3174000000.0,0.03865895411057834,0.005604519774011299,-0.007244012258678502,0.13434007228953784,378.07000732421875,-0.19280804222601677,10.65,18.624260413613936,10.501198970521688,12.5,52.27545938413563,False,11.54915143242289,7.613648111332008,7.367689027127557,12.286163259961192,10.23422803741542,49.050879868259074,False,50.66316962619735
EME,"EMCOR Group, Inc.",Industrials,41042997248,30.958683,28.420364,1.08,10.5928335,0.14,0.0207,6.0,1.169,0.19327130810714582,0.09234092971433301,0.07493143641433139,0.019972863944603163,0.041341391970068773,0.15320031490276653,,0.008545530149957875,0.46342279987006507,,130.49434276206324,0.5353505200801366,0.8146244110068942,0.12744042914099943,0.34644431161716127,0.4089348274115277,7.87196503533093,0.2301515140213568,1189313000.0,0.028977245321866803,0.00663765447485056,0.0,0.28666786998740584,921.6400146484375,-0.08199053557930747,6.280621324946983,15.094225483750881,15.812086160913486,11.942392037786774,49.12932500739812,False,8.41842397336293,8.318137560181082,3.2791877765664075,12.056853517883887,10.987411755066132,43.060014583060436,False,46.09466979522928
EMR,Emerson Electric Co.,Industrials,79147728896,32.710648,19.750183,1.81,3.8983142,1.57,0.0223,27.0,1.255,0.528363676731794,0.19604795737122557,0.12727575488454707,0.018436224789445996,0.02537279075285409,0.09282630664203761,0.09282630664203761,-0.12348888199769756,-0.10801880427982646,-0.10801880427982646,9.126614987080103,0.0,0.877207917549068,0.6783847746770535,0.1130559116457943,0.08290436499628438,4.202209582334663,0.25081896672685633,2667000000.0,0.03369648172096554,0.023923179396092363,-0.05901806714509194,0.029350010961632776,141.30999755859375,-0.3962154769908563,14.114019905533064,12.584582148543005,8.90161651086308,15.118969298245613,50.71918786318476,False,10.313521374717746,6.581996095714868,8.318901109472199,6.667024383600153,11.307306519334057,43.18874948283903,False,46.95396867301189
ETR,Entergy Corporation,Utilities,51095592960,28.466835,22.25311,2.2,2.9827328,2.29,0.0342,21.0,0.529,0.47716913810993794,0.2483317352409721,0.13697157712792293,0.04950417121658069,0.11121472686629794,-0.020204385975384764,,0.11186268904442698,0.1735707357143219,,2.4053197132235713,0.6062549869437288,0.9329378304095686,1.8242007524910255,0.10457129688533062,0.05461230655790177,1.1179998212692943,0.09258601899081609,-2790700000.0,-0.05461723484028631,0.6133887081219086,-0.04843523891677037,0.11600077399569786,111.58999633789062,-0.2182794469423805,13.407170691150954,12.774270710398964,7.776783349529327,14.13992914979757,48.09815390087681,False,6.645430152108556,11.138250497017893,5.628767716282948,6.971331961484632,11.006414873017858,41.39019519991189,False,44.74417455039435
